id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	MT-CD45-|MT-CD45-	MT-CD45-|MT-Lymphoid-B	MT-CD45-|MT-Lymphoid-T-NK	MT-CD45-|MT-MAST	MT-CD45-|MT-Myeloid	MT-CD45-|PT-CD45-	MT-CD45-|PT-Lymphoid-B	MT-CD45-|PT-Lymphoid-T-NK	MT-CD45-|PT-MAST	MT-CD45-|PT-Myeloid	MT-Lymphoid-B|MT-CD45-	MT-Lymphoid-B|MT-Lymphoid-B	MT-Lymphoid-B|MT-Lymphoid-T-NK	MT-Lymphoid-B|MT-MAST	MT-Lymphoid-B|MT-Myeloid	MT-Lymphoid-B|PT-CD45-	MT-Lymphoid-B|PT-Lymphoid-B	MT-Lymphoid-B|PT-Lymphoid-T-NK	MT-Lymphoid-B|PT-MAST	MT-Lymphoid-B|PT-Myeloid	MT-Lymphoid-T-NK|MT-CD45-	MT-Lymphoid-T-NK|MT-Lymphoid-B	MT-Lymphoid-T-NK|MT-Lymphoid-T-NK	MT-Lymphoid-T-NK|MT-MAST	MT-Lymphoid-T-NK|MT-Myeloid	MT-Lymphoid-T-NK|PT-CD45-	MT-Lymphoid-T-NK|PT-Lymphoid-B	MT-Lymphoid-T-NK|PT-Lymphoid-T-NK	MT-Lymphoid-T-NK|PT-MAST	MT-Lymphoid-T-NK|PT-Myeloid	MT-MAST|MT-CD45-	MT-MAST|MT-Lymphoid-B	MT-MAST|MT-Lymphoid-T-NK	MT-MAST|MT-MAST	MT-MAST|MT-Myeloid	MT-MAST|PT-CD45-	MT-MAST|PT-Lymphoid-B	MT-MAST|PT-Lymphoid-T-NK	MT-MAST|PT-MAST	MT-MAST|PT-Myeloid	MT-Myeloid|MT-CD45-	MT-Myeloid|MT-Lymphoid-B	MT-Myeloid|MT-Lymphoid-T-NK	MT-Myeloid|MT-MAST	MT-Myeloid|MT-Myeloid	MT-Myeloid|PT-CD45-	MT-Myeloid|PT-Lymphoid-B	MT-Myeloid|PT-Lymphoid-T-NK	MT-Myeloid|PT-MAST	MT-Myeloid|PT-Myeloid	PT-CD45-|MT-CD45-	PT-CD45-|MT-Lymphoid-B	PT-CD45-|MT-Lymphoid-T-NK	PT-CD45-|MT-MAST	PT-CD45-|MT-Myeloid	PT-CD45-|PT-CD45-	PT-CD45-|PT-Lymphoid-B	PT-CD45-|PT-Lymphoid-T-NK	PT-CD45-|PT-MAST	PT-CD45-|PT-Myeloid	PT-Lymphoid-B|MT-CD45-	PT-Lymphoid-B|MT-Lymphoid-B	PT-Lymphoid-B|MT-Lymphoid-T-NK	PT-Lymphoid-B|MT-MAST	PT-Lymphoid-B|MT-Myeloid	PT-Lymphoid-B|PT-CD45-	PT-Lymphoid-B|PT-Lymphoid-B	PT-Lymphoid-B|PT-Lymphoid-T-NK	PT-Lymphoid-B|PT-MAST	PT-Lymphoid-B|PT-Myeloid	PT-Lymphoid-T-NK|MT-CD45-	PT-Lymphoid-T-NK|MT-Lymphoid-B	PT-Lymphoid-T-NK|MT-Lymphoid-T-NK	PT-Lymphoid-T-NK|MT-MAST	PT-Lymphoid-T-NK|MT-Myeloid	PT-Lymphoid-T-NK|PT-CD45-	PT-Lymphoid-T-NK|PT-Lymphoid-B	PT-Lymphoid-T-NK|PT-Lymphoid-T-NK	PT-Lymphoid-T-NK|PT-MAST	PT-Lymphoid-T-NK|PT-Myeloid	PT-MAST|MT-CD45-	PT-MAST|MT-Lymphoid-B	PT-MAST|MT-Lymphoid-T-NK	PT-MAST|MT-MAST	PT-MAST|MT-Myeloid	PT-MAST|PT-CD45-	PT-MAST|PT-Lymphoid-B	PT-MAST|PT-Lymphoid-T-NK	PT-MAST|PT-MAST	PT-MAST|PT-Myeloid	PT-Myeloid|MT-CD45-	PT-Myeloid|MT-Lymphoid-B	PT-Myeloid|MT-Lymphoid-T-NK	PT-Myeloid|MT-MAST	PT-Myeloid|MT-Myeloid	PT-Myeloid|PT-CD45-	PT-Myeloid|PT-Lymphoid-B	PT-Myeloid|PT-Lymphoid-T-NK	PT-Myeloid|PT-MAST	PT-Myeloid|PT-Myeloid
CPI-SC0F516B854	COL5A2_a10b1 complex	simple:P05997	complex:a10b1 complex	COL5A2		True	False	False	curated	True	0.108	0.0	0.083	0.0	0.087	0.184	0.084	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.003	0.0	0.007	0.104	0.004	0.002	0.0	0.0	0.569	0.0	0.544	0.0	0.548	0.645	0.545	0.543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.002	0.0	0.005	0.102	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.011	0.0	0.015	0.112	0.012	0.01	0.0	0.0
CPI-SC011F01833	COL1A2_a10b1 complex	simple:P08123	complex:a10b1 complex	COL1A2		True	False	False	curated	True	0.151	0.0	0.127	0.0	0.13	0.227	0.127	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.755	0.0	0.759	0.855	0.756	0.754	0.0	0.0	0.029	0.0	0.004	0.0	0.008	0.104	0.005	0.003	0.0	0.0	0.031	0.0	0.007	0.0	0.01	0.107	0.007	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.008	0.0	0.012	0.109	0.009	0.007	0.0	0.0
CPI-SC0FA79E269	COL4A2_a10b1 complex	simple:P08572	complex:a10b1 complex	COL4A2		True	False	False	curated	True	0.314	0.0	0.29	0.0	0.293	0.39	0.29	0.288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.003	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.008	0.0	0.011	0.108	0.009	0.007	0.0	0.0	0.704	0.0	0.679	0.0	0.683	0.78	0.68	0.678	0.0	0.0	0.027	0.0	0.003	0.0	0.006	0.103	0.004	0.002	0.0	0.0	0.027	0.0	0.003	0.0	0.006	0.103	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.012	0.0	0.016	0.113	0.013	0.011	0.0	0.0
CPI-SC04936738A	COL11A1_a10b1 complex	simple:P12107	complex:a10b1 complex	COL11A1		True	False	False	curated	True	0.027	0.0	0.003	0.0	0.006	0.103	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.075	0.0	0.079	0.175	0.076	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC02B111AB0	COL6A1_a10b1 complex	simple:P12109	complex:a10b1 complex	COL6A1		True	False	False	curated	True	0.117	0.0	0.092	0.0	0.095	0.192	0.093	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.007	0.0	0.01	0.107	0.007	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.004	0.0	0.007	0.104	0.004	0.003	0.0	0.0	0.69	0.0	0.665	0.0	0.669	0.766	0.666	0.664	0.0	0.0	0.035	0.0	0.01	0.0	0.014	0.111	0.011	0.009	0.0	0.0	0.032	0.0	0.008	0.0	0.011	0.108	0.009	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.02	0.0	0.024	0.121	0.021	0.019	0.0	0.0
CPI-SC0CE851065	COL6A2_a10b1 complex	simple:P12110	complex:a10b1 complex	COL6A2		True	False	False	curated	True	0.168	0.0	0.144	0.0	0.147	0.244	0.144	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.012	0.0	0.016	0.113	0.013	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.009	0.0	0.012	0.109	0.009	0.008	0.0	0.0	0.735	0.0	0.71	0.0	0.714	0.811	0.711	0.709	0.0	0.0	0.03	0.0	0.005	0.0	0.008	0.105	0.006	0.004	0.0	0.0	0.036	0.0	0.012	0.0	0.015	0.112	0.012	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.011	0.0	0.015	0.112	0.012	0.01	0.0	0.0
CPI-SC07375C073	COL6A3_a10b1 complex	simple:P12111	complex:a10b1 complex	COL6A3		True	False	False	curated	True	0.063	0.0	0.039	0.0	0.042	0.139	0.04	0.038	0.0	0.0	0.035	0.0	0.01	0.0	0.014	0.111	0.011	0.009	0.0	0.0	0.032	0.0	0.008	0.0	0.011	0.108	0.009	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.003	0.0	0.007	0.104	0.004	0.002	0.0	0.0	0.589	0.0	0.565	0.0	0.568	0.665	0.565	0.563	0.0	0.0	0.032	0.0	0.007	0.0	0.011	0.107	0.008	0.006	0.0	0.0	0.043	0.0	0.018	0.0	0.022	0.119	0.019	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.005	0.0	0.009	0.106	0.006	0.004	0.0	0.0
CPI-SC0D6C777F2	COL11A2_a10b1 complex	simple:P13942	complex:a10b1 complex	COL11A2		True	False	False	curated	True	0.032	0.0	0.007	0.0	0.011	0.108	0.008	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.003	0.0	0.007	0.103	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.003	0.0	0.006	0.103	0.003	0.002	0.0	0.0	0.028	0.0	0.004	0.0	0.007	0.104	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F74C069F	COL9A1_a10b1 complex	simple:P20849	complex:a10b1 complex	COL9A1		True	False	False	curated	True	0.055	0.0	0.03	0.0	0.034	0.131	0.031	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.087	0.0	0.091	0.187	0.088	0.086	0.0	0.0	0.027	0.0	0.003	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.016	0.0	0.019	0.116	0.017	0.015	0.0	0.0	0.031	0.0	0.006	0.0	0.01	0.107	0.007	0.005	0.0	0.0
CPI-SC041DEF0FB	COL5A1_a10b1 complex	simple:P20908	complex:a10b1 complex	COL5A1		True	False	False	curated	True	0.088	0.0	0.063	0.0	0.067	0.164	0.064	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.006	0.0	0.009	0.106	0.007	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.461	0.0	0.436	0.0	0.44	0.536	0.437	0.435	0.0	0.0	0.033	0.0	0.009	0.0	0.012	0.109	0.009	0.008	0.0	0.0	0.051	0.0	0.026	0.0	0.03	0.127	0.027	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.007	0.0	0.01	0.107	0.007	0.006	0.0	0.0
CPI-SC0C907A888	COL8A2_a10b1 complex	simple:P25067	complex:a10b1 complex	COL8A2		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.026	0.0	0.029	0.126	0.026	0.025	0.0	0.0	0.071	0.0	0.047	0.0	0.05	0.147	0.047	0.046	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.102	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.012	0.0	0.016	0.113	0.013	0.011	0.0	0.0
CPI-SC08B1D5269	COL5A3_a10b1 complex	simple:P25940	complex:a10b1 complex	COL5A3		True	False	False	curated	True	0.039	0.0	0.015	0.0	0.018	0.115	0.015	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.102	0.0	0.106	0.203	0.103	0.101	0.0	0.0	0.034	0.0	0.01	0.0	0.013	0.11	0.011	0.009	0.0	0.0	0.049	0.0	0.024	0.0	0.027	0.124	0.025	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.006	0.0	0.009	0.106	0.007	0.005	0.0	0.0
CPI-SC0F8101D41	COL8A1_a10b1 complex	simple:P27658	complex:a10b1 complex	COL8A1		True	False	False	curated	True	0.051	0.0	0.027	0.0	0.03	0.127	0.027	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.273	0.0	0.248	0.0	0.252	0.349	0.249	0.247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC087556B01	COL4A5_a10b1 complex	simple:P29400	complex:a10b1 complex	COL4A5		True	False	False	curated	True	0.031	0.0	0.006	0.0	0.01	0.107	0.007	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.0	0.14	0.0	0.144	0.241	0.141	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.003	0.0	0.006	0.103	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08E75294D	COL15A1_a10b1 complex	simple:P39059	complex:a10b1 complex	COL15A1		True	False	False	curated	True	0.058	0.0	0.033	0.0	0.037	0.134	0.034	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.0	0.148	0.0	0.151	0.248	0.149	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0017F527E	COL18A1_a10b1 complex	simple:P39060	complex:a10b1 complex	COL18A1		True	False	False	curated	True	0.169	0.0	0.144	0.0	0.147	0.244	0.145	0.143	0.0	0.0	0.039	0.0	0.014	0.0	0.018	0.114	0.015	0.013	0.0	0.0	0.048	0.0	0.023	0.0	0.027	0.124	0.024	0.022	0.0	0.0	0.677	0.0	0.653	0.0	0.656	0.753	0.653	0.652	0.0	0.0	0.049	0.0	0.024	0.0	0.027	0.124	0.025	0.023	0.0	0.0	0.524	0.0	0.5	0.0	0.503	0.6	0.5	0.499	0.0	0.0	0.073	0.0	0.048	0.0	0.052	0.148	0.049	0.047	0.0	0.0	0.062	0.0	0.037	0.0	0.041	0.137	0.038	0.036	0.0	0.0	0.211	0.0	0.187	0.0	0.19	0.287	0.188	0.186	0.0	0.0	0.071	0.0	0.046	0.0	0.05	0.147	0.047	0.045	0.0	0.0
CPI-SC00C0800EB	COL4A4_a10b1 complex	simple:P53420	complex:a10b1 complex	COL4A4		True	False	False	curated	True	0.04	0.0	0.016	0.0	0.019	0.116	0.016	0.015	0.0	0.0	0.032	0.0	0.007	0.0	0.011	0.108	0.008	0.006	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.007	0.0	0.011	0.108	0.008	0.006	0.0	0.0	0.037	0.0	0.012	0.0	0.016	0.113	0.013	0.011	0.0	0.0	0.119	0.0	0.094	0.0	0.098	0.195	0.095	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.014	0.0	0.018	0.115	0.015	0.013	0.0	0.0
CPI-SC0A3F146C2	COL4A3_a10b1 complex	simple:Q01955	complex:a10b1 complex	COL4A3		True	False	False	curated	True	0.031	0.0	0.007	0.0	0.01	0.107	0.008	0.006	0.0	0.0	0.148	0.0	0.123	0.0	0.127	0.223	0.124	0.122	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.01	0.0	0.014	0.111	0.011	0.009	0.0	0.0	0.086	0.0	0.061	0.0	0.065	0.162	0.062	0.06	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.102	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC008F4294F	COL7A1_a10b1 complex	simple:Q02388	complex:a10b1 complex	COL7A1		True	False	False	curated	True	0.035	0.0	0.01	0.0	0.014	0.111	0.011	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.006	0.0	0.009	0.106	0.006	0.005	0.0	0.0	0.158	0.0	0.133	0.0	0.137	0.234	0.134	0.132	0.0	0.0	0.028	0.0	0.003	0.0	0.007	0.104	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.013	0.0	0.017	0.114	0.014	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0A199B69E	COL10A1_a10b1 complex	simple:Q03692	complex:a10b1 complex	COL10A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.053	0.0	0.056	0.153	0.054	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC015980AEB	COL14A1_a10b1 complex	simple:Q05707	complex:a10b1 complex	COL14A1		True	False	False	curated	True	0.091	0.0	0.066	0.0	0.069	0.166	0.067	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.289	0.0	0.264	0.0	0.268	0.365	0.265	0.263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.003	0.0	0.006	0.103	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F94B2CF9	COL16A1_a10b1 complex	simple:Q07092	complex:a10b1 complex	COL16A1		True	False	False	curated	True	0.072	0.0	0.047	0.0	0.051	0.148	0.048	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.117	0.0	0.121	0.218	0.118	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.004	0.0	0.007	0.104	0.004	0.003	0.0	0.0	0.06	0.0	0.035	0.0	0.039	0.135	0.036	0.034	0.0	0.0	0.028	0.0	0.003	0.0	0.007	0.104	0.004	0.002	0.0	0.0
CPI-SC05565E8CE	COL4A6_a10b1 complex	simple:Q14031	complex:a10b1 complex	COL4A6		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.048	0.0	0.052	0.148	0.049	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0517A327B	COL9A3_a10b1 complex	simple:Q14050	complex:a10b1 complex	COL9A3		True	False	False	curated	True	0.045	0.0	0.02	0.0	0.024	0.121	0.021	0.019	0.0	0.0	0.121	0.0	0.096	0.0	0.1	0.197	0.097	0.095	0.0	0.0	0.027	0.0	0.002	0.0	0.006	0.103	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.008	0.0	0.012	0.109	0.009	0.007	0.0	0.0	0.038	0.0	0.013	0.0	0.017	0.114	0.014	0.012	0.0	0.0	0.245	0.0	0.22	0.0	0.224	0.32	0.221	0.219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC067EE23E1	COL9A2_a10b1 complex	simple:Q14055	complex:a10b1 complex	COL9A2		True	False	False	curated	True	0.037	0.0	0.013	0.0	0.016	0.113	0.013	0.011	0.0	0.0	0.099	0.0	0.074	0.0	0.078	0.175	0.075	0.073	0.0	0.0	0.043	0.0	0.018	0.0	0.022	0.119	0.019	0.017	0.0	0.0	0.846	0.0	0.821	0.0	0.825	0.922	0.822	0.82	0.0	0.0	0.07	0.0	0.045	0.0	0.049	0.146	0.046	0.044	0.0	0.0	0.036	0.0	0.012	0.0	0.015	0.112	0.013	0.011	0.0	0.0	0.077	0.0	0.053	0.0	0.056	0.153	0.054	0.052	0.0	0.0	0.06	0.0	0.036	0.0	0.039	0.136	0.036	0.035	0.0	0.0	0.238	0.0	0.213	0.0	0.217	0.314	0.214	0.212	0.0	0.0	0.086	0.0	0.061	0.0	0.065	0.162	0.062	0.06	0.0	0.0
