gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	MT-CD45-	MT-Lymphoid-B	MT-Lymphoid-T-NK	MT-MAST	MT-Myeloid	PT-CD45-	PT-Lymphoid-B	PT-Lymphoid-T-NK	PT-MAST	PT-Myeloid
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS027D7A724	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	MIS receptor 2	CPI-CS0F670E8BC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD8A	P01732	True	CD8A_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	0.017	0.111	0.511	0.0	0.141	0.012	0.062	0.494	0.039	0.045
CD8B	P10966	True	CD8B_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	0.017	0.111	0.511	0.0	0.141	0.012	0.062	0.494	0.039	0.045
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.004	0.021	0.078	0.0	0.003	0.003	0.011	0.114	0.0	0.049
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.0	0.011	0.065	0.0	0.004	0.026	0.013	0.127	0.065	0.002
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.004	0.041	0.155	0.0	0.008	0.026	0.015	0.178	0.036	0.028
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.004	0.021	0.078	0.0	0.003	0.003	0.011	0.114	0.0	0.049
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.0	0.011	0.065	0.0	0.004	0.026	0.013	0.127	0.065	0.002
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.004	0.041	0.155	0.0	0.008	0.026	0.015	0.178	0.036	0.028
CNTFR	P26992	True	CNTFR_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.005	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.005	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.005	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.005	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS0E661878B	0.012	0.0	0.0	0.0	0.0	0.275	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.012	0.0	0.0	0.0	0.0	0.275	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.005	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.005	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.02	0.05	0.014	0.0	0.022	0.063	0.013	0.017	0.035	0.003
IL6ST	P40189	True	IL6RB_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.045	0.111	0.077	0.0	0.527	0.047	0.117	0.128	0.243	0.541
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS0E661878B	0.012	0.0	0.0	0.0	0.0	0.275	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS07B61574B	0.012	0.0	0.0	0.0	0.0	0.275	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	OSMR	CPI-CS06D50EBF8	0.038	0.0	0.001	0.0	0.0	0.429	0.001	0.0	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS067298D94	0.028	0.0	0.0	0.0	0.0	0.07	0.0	0.001	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS073D36B1D	0.028	0.0	0.0	0.0	0.0	0.07	0.0	0.001	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS077F1340A	0.028	0.0	0.0	0.0	0.0	0.07	0.0	0.001	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS067298D94	0.028	0.0	0.0	0.0	0.0	0.07	0.0	0.001	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS073D36B1D	0.028	0.0	0.0	0.0	0.0	0.07	0.0	0.001	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS077F1340A	0.028	0.0	0.0	0.0	0.0	0.07	0.0	0.001	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.028	0.0	0.0	0.0	0.0	0.07	0.0	0.001	0.0	0.0
B2M	P61769	True	B2MG_HUMAN	FcRn complex	CPI-CS0C9EE65C2	1.279	0.511	0.081	1.302	1.395	1.071	0.381	0.054	0.233	0.999
FCGRT	P55899	True	FCGRN_HUMAN	FcRn complex	CPI-CS0C9EE65C2	1.279	0.511	0.081	1.302	1.395	1.071	0.381	0.054	0.233	0.999
CSF2RB	P32927	True	IL3RB_HUMAN	GMCSFR	CPI-CS0210859AB	0.002	0.0	0.0	0.0	0.129	0.005	0.004	0.005	0.0	0.347
CSF2RB	P32927	True	IL3RB_HUMAN	IL3 receptor	CPI-CS03037FE90	0.002	0.028	0.006	0.0	0.129	0.06	0.025	0.007	0.31	0.347
CSF2RB	P32927	True	IL3RB_HUMAN	IL5 receptor	CPI-CS0FB8775FC	0.0	0.044	0.013	0.0	0.019	0.001	0.14	0.026	0.265	0.0
CSF2RA	P15509	True	CSF2R_HUMAN	GMCSFR	CPI-CS0210859AB	0.002	0.0	0.0	0.0	0.129	0.005	0.004	0.005	0.0	0.347
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS06072FF4E	0.046	0.0	0.01	0.0	0.147	0.1	0.049	0.048	0.0	0.388
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS05426BFFA	0.046	0.0	0.01	0.0	0.147	0.1	0.049	0.048	0.0	0.388
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS0DEBE7B69	0.046	0.0	0.01	0.0	0.147	0.1	0.049	0.048	0.0	0.388
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS06072FF4E	0.046	0.0	0.01	0.0	0.147	0.1	0.049	0.048	0.0	0.388
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS05426BFFA	0.046	0.0	0.01	0.0	0.147	0.1	0.049	0.048	0.0	0.388
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS0DEBE7B69	0.046	0.0	0.01	0.0	0.147	0.1	0.049	0.048	0.0	0.388
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS0AC5142FA	0.033	0.026	0.037	0.0	0.198	0.039	0.049	0.048	0.0	0.542
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS008C9D6E5	0.033	0.026	0.037	0.0	0.198	0.039	0.049	0.048	0.0	0.542
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS085E95BC1	0.033	0.026	0.037	0.0	0.198	0.039	0.049	0.048	0.0	0.542
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL33 receptor	CPI-CS0C59AF029	0.004	0.0	0.018	1.302	0.005	0.033	0.005	0.011	0.045	0.011
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36 receptor	CPI-CS0A6AB5149	0.0	0.0	0.0	0.0	0.039	0.008	0.002	0.002	0.0	0.006
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36 receptor	CPI-CS0D9B5AB86	0.0	0.0	0.0	0.0	0.039	0.008	0.002	0.002	0.0	0.006
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS0AC5142FA	0.033	0.026	0.037	0.0	0.198	0.039	0.049	0.048	0.0	0.542
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS008C9D6E5	0.033	0.026	0.037	0.0	0.198	0.039	0.049	0.048	0.0	0.542
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS085E95BC1	0.033	0.026	0.037	0.0	0.198	0.039	0.049	0.048	0.0	0.542
IL10RA	Q13651	True	I10R1_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.027	0.216	0.191	0.0	0.573	0.057	0.22	0.276	0.189	0.634
IL10RB	Q08334	True	I10R2_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.027	0.216	0.191	0.0	0.573	0.057	0.22	0.276	0.189	0.634
IL10RB	Q08334	True	I10R2_HUMAN	IL22 receptor	CPI-CS0A8A0A053	0.162	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0
IL10RB	Q08334	True	I10R2_HUMAN	IL26 receptor	CPI-CS0317FAF76	0.129	0.0	0.0	0.0	0.0	0.046	0.001	0.0	0.0	0.0
IL11RA	Q14626	True	I11RA_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.02	0.05	0.014	0.0	0.022	0.063	0.013	0.017	0.035	0.003
IL13RA1	P78552	True	I13R1_HUMAN	IL13 receptor	CPI-CS00BF6CD40	0.233	0.209	0.004	0.0	0.443	0.39	0.141	0.001	0.0	0.633
IL13RA1	P78552	True	I13R1_HUMAN	IL13 receptor	CPI-CS0EE8AEA34	0.233	0.209	0.004	0.0	0.443	0.39	0.141	0.001	0.0	0.633
IL4R	P24394	True	IL4RA_HUMAN	IL13 receptor	CPI-CS00BF6CD40	0.233	0.209	0.004	0.0	0.443	0.39	0.141	0.001	0.0	0.633
IL4R	P24394	True	IL4RA_HUMAN	IL13 receptor	CPI-CS0EE8AEA34	0.233	0.209	0.004	0.0	0.443	0.39	0.141	0.001	0.0	0.633
IL4R	P24394	True	IL4RA_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.233	0.334	0.352	0.0	0.443	0.177	0.215	0.479	0.873	0.661
IL2RB	P14784	True	IL2RB_HUMAN	IL15 receptor	CPI-CS06E556972	0.016	0.087	0.548	0.0	0.2	0.038	0.183	0.715	0.031	0.232
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.003	0.07	0.103	0.0	0.036	0.023	0.183	0.355	0.031	0.232
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	0.016	0.087	0.548	0.0	0.2	0.038	0.183	0.715	0.031	0.232
IL2RG	P31785	True	IL2RG_HUMAN	IL15 receptor	CPI-CS06E556972	0.016	0.087	0.548	0.0	0.2	0.038	0.183	0.715	0.031	0.232
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.003	0.07	0.103	0.0	0.036	0.023	0.183	0.355	0.031	0.232
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	0.016	0.087	0.548	0.0	0.2	0.038	0.183	0.715	0.031	0.232
IL2RG	P31785	True	IL2RG_HUMAN	IL21 receptor	CPI-CS0E80B08E2	0.012	0.162	0.572	0.0	0.223	0.035	0.226	0.656	0.0	0.309
IL2RG	P31785	True	IL2RG_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.233	0.334	0.352	0.0	0.443	0.177	0.215	0.479	0.873	0.661
IL2RG	P31785	True	IL2RG_HUMAN	IL7 receptor	CPI-CS0AB9C7139	0.087	0.467	1.623	0.0	0.884	0.177	0.485	1.698	0.263	1.092
IL17A	Q16552	True	IL17_HUMAN	IL17 AF	CPI-CC0B39F327D	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.013	0.0	0.003
IL17F	Q96PD4	True	IL17F_HUMAN	IL17 AF	CPI-CC0B39F327D	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.013	0.0	0.003
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.12	0.011	0.005	0.0	0.016	0.21	0.026	0.004	0.0	0.057
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.12	0.011	0.005	0.0	0.016	0.21	0.026	0.004	0.0	0.057
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.179	0.0	0.016	0.0	0.029	0.137	0.009	0.044	0.053	0.028
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.12	0.011	0.005	0.0	0.016	0.21	0.026	0.004	0.0	0.057
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.12	0.011	0.005	0.0	0.016	0.21	0.026	0.004	0.0	0.057
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.179	0.0	0.016	0.0	0.029	0.137	0.009	0.044	0.053	0.028
IL18	Q14116	True	IL18_HUMAN	IL18 receptor	CPI-CS09831CCFD	0.005	0.0	0.011	0.0	0.029	0.014	0.007	0.006	0.027	0.051
IL18R1	Q13478	True	IL18R_HUMAN	IL18 receptor	CPI-CS09831CCFD	0.005	0.0	0.011	0.0	0.029	0.014	0.007	0.006	0.027	0.051
IL18R1	Q13478	True	IL18R_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.016	0.023	0.224	0.0	0.146	0.134	0.119	0.427	0.35	0.251
IL18RAP	O95256	True	I18RA_HUMAN	IL18 receptor	CPI-CS09831CCFD	0.005	0.0	0.011	0.0	0.029	0.014	0.007	0.006	0.027	0.051
IL2RA	P01589	True	IL2RA_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.003	0.07	0.103	0.0	0.036	0.023	0.183	0.355	0.031	0.232
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20 receptor Type I	CPI-CS0553FFC41	0.002	0.0	0.0	0.0	0.0	0.027	0.001	0.0	0.0	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20 receptor Type I	CPI-CS0AB365861	0.002	0.0	0.0	0.0	0.0	0.027	0.001	0.0	0.0	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL26 receptor	CPI-CS0317FAF76	0.129	0.0	0.0	0.0	0.0	0.046	0.001	0.0	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type I	CPI-CS0553FFC41	0.002	0.0	0.0	0.0	0.0	0.027	0.001	0.0	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type I	CPI-CS0AB365861	0.002	0.0	0.0	0.0	0.0	0.027	0.001	0.0	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type II	CPI-CS0CF47221A	0.002	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type II	CPI-CS0E8ADC968	0.002	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL20 receptor Type II	CPI-CS0CF47221A	0.002	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL20 receptor Type II	CPI-CS0E8ADC968	0.002	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL22 receptor	CPI-CS0A8A0A053	0.162	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0
IL21R	Q9HBE5	True	IL21R_HUMAN	IL21 receptor	CPI-CS0E80B08E2	0.012	0.162	0.572	0.0	0.223	0.035	0.226	0.656	0.0	0.309
EBI3	Q14213	True	IL27B_HUMAN	IL27	CPI-CC09BCDA08E	0.004	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.058
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0C3ECBD1F	0.004	0.014	0.004	0.0	0.004	0.014	0.016	0.006	0.0	0.0
IL27	Q8NEV9	True	IL27A_HUMAN	IL27	CPI-CC09BCDA08E	0.004	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.058
IL3RA	P26951	True	IL3RA_HUMAN	IL3 receptor	CPI-CS03037FE90	0.002	0.028	0.006	0.0	0.129	0.06	0.025	0.007	0.31	0.347
IL1RL1	Q01638	True	ILRL1_HUMAN	IL33 receptor	CPI-CS0C59AF029	0.004	0.0	0.018	1.302	0.005	0.033	0.005	0.011	0.045	0.011
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0C3ECBD1F	0.004	0.014	0.004	0.0	0.004	0.014	0.016	0.006	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS0A6AB5149	0.0	0.0	0.0	0.0	0.039	0.008	0.002	0.002	0.0	0.006
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS0D9B5AB86	0.0	0.0	0.0	0.0	0.039	0.008	0.002	0.002	0.0	0.006
SIGIRR	Q6IA17	True	SIGIR_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.016	0.023	0.224	0.0	0.146	0.134	0.119	0.427	0.35	0.251
IL5RA	Q01344	True	IL5RA_HUMAN	IL5 receptor	CPI-CS0FB8775FC	0.0	0.044	0.013	0.0	0.019	0.001	0.14	0.026	0.265	0.0
IL6R	P08887	True	IL6RA_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.045	0.111	0.077	0.0	0.527	0.047	0.117	0.128	0.243	0.541
IL7R	P16871	True	IL7RA_HUMAN	IL7 receptor	CPI-CS0AB9C7139	0.087	0.467	1.623	0.0	0.884	0.177	0.485	1.698	0.263	1.092
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 1	CPI-CS07557A266	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 2	CPI-CS0F670E8BC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 3	CPI-CS0D4BB4458	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS038376BA2	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0007697A7	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS038376BA2	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0007697A7	0.003	0.0	0.07	0.0	0.019	0.007	0.011	0.079	0.0	0.011
TDGF1	P13385	True	TDGF1_HUMAN	NODAL receptor	CPI-CS040AEB4A0	0.03	0.0	0.001	0.0	0.0	0.04	0.001	0.0	0.0	0.0
OSMR	Q99650	True	OSMR_HUMAN	OSMR	CPI-CS06D50EBF8	0.038	0.0	0.001	0.0	0.0	0.429	0.001	0.0	0.0	0.0
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.005	0.011	0.0	0.0	0.0	0.776	0.005	0.001	0.0	0.01
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.005	0.011	0.0	0.0	0.0	0.776	0.005	0.001	0.0	0.01
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.028	0.0	0.0	0.0	0.0	0.07	0.0	0.001	0.0	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.002	0.0	0.0	0.0	0.016	0.003	0.0	0.003	0.0	0.091
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.046	0.0	0.0	0.0	0.016	0.104	0.002	0.004	0.0	0.091
TREM2	Q9NZC2	True	TREM2_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.002	0.0	0.0	0.0	0.016	0.003	0.0	0.003	0.0	0.091
TYROBP	O43914	True	TYOBP_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.002	0.0	0.0	0.0	0.016	0.003	0.0	0.003	0.0	0.091
NRP1	O14786	True	NRP1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.046	0.0	0.0	0.0	0.016	0.104	0.002	0.004	0.0	0.091
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.125	0.0	0.0	0.0	0.034	0.173	0.002	0.0	0.027	0.041
NRP1	O14786	True	NRP1_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.125	0.0	0.0	0.0	0.066	0.12	0.002	0.004	0.028	0.112
NRP1	O14786	True	NRP1_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.0	0.0	0.0	0.0	0.014	0.035	0.0	0.002	0.0	0.028
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.125	0.0	0.0	0.0	0.034	0.173	0.002	0.0	0.027	0.041
